Successfuly read failed26/ADGRA3.fas, in total 298 sequences.
Successfuly read hg38_species_name_cleaned/LOXL4.fas, in total 438 sequences.
Successfuly read hg38_species_name_cleaned/LPAR1.fas, in total 423 sequences.
Successfuly read hg38_species_name_cleaned/LPAR2.fas, in total 419 sequences.
Successfuly read hg38_species_name_cleaned/LPAR3.fas, in total 432 sequences.
Successfuly read hg38_species_name_cleaned/LPAR4.fas, in total 378 sequences.
Successfuly read hg38_species_name_cleaned/LPAR5.fas, in total 406 sequences.
Successfuly read hg38_species_name_cleaned/LPAR6.fas, in total 428 sequences.
Successfuly read hg38_species_name_cleaned/LPCAT1.fas, in total 415 sequences.
Successfuly read hg38_species_name_cleaned/LPCAT2.fas, in total 435 sequences.
Successfuly read hg38_species_name_cleaned/LPCAT3.fas, in total 436 sequences.
Successfuly read hg38_species_name_cleaned/LPCAT4.fas, in total 432 sequences.
Successfuly read hg38_species_name_cleaned/LPGAT1.fas, in total 437 sequences.
Successfuly read hg38_species_name_cleaned/LPIN1.fas, in total 424 sequences.
Successfuly read hg38_species_name_cleaned/LPIN2.fas, in total 416 sequences.
Successfuly read hg38_species_name_cleaned/LPIN3.fas, in total 433 sequences.
Successfuly read hg38_species_name_cleaned/LPL.fas, in total 435 sequences.
Successfuly read hg38_species_name_cleaned/LPO.fas, in total 427 sequences.
Successfuly read hg38_species_name_cleaned/LPP.fas, in total 429 sequences.
Successfuly read hg38_species_name_cleaned/LPXN.fas, in total 435 sequences.
Successfuly read hg38_species_name_cleaned/LRAT.fas, in total 434 sequences.
Successfuly read hg38_species_name_cleaned/LRATD1.fas, in total 412 sequences.
Successfuly read hg38_species_name_cleaned/LRATD2.fas, in total 407 sequences.
Successfuly read hg38_species_name_cleaned/LRBA.fas, in total 421 sequences.
Successfuly read hg38_species_name_cleaned/LRCH1.fas, in total 437 sequences.
Successfuly read hg38_species_name_cleaned/LRCH2.fas, in total 414 sequences.
Successfuly read hg38_species_name_cleaned/LRCH3.fas, in total 430 sequences.
Successfuly read hg38_species_name_cleaned/LRCH4.fas, in total 433 sequences.
Successfuly read hg38_species_name_cleaned/LRCOL1.fas, in total 383 sequences.
Successfuly read hg38_species_name_cleaned/LRFN1.fas, in total 413 sequences.
Successfuly read hg38_species_name_cleaned/LRFN2.fas, in total 412 sequences.
Successfuly read hg38_species_name_cleaned/LRFN3.fas, in total 403 sequences.
Successfuly read hg38_species_name_cleaned/LRFN4.fas, in total 399 sequences.
Successfuly read hg38_species_name_cleaned/LRFN5.fas, in total 430 sequences.
Successfuly read hg38_species_name_cleaned/LRG1.fas, in total 403 sequences.
Successfuly read hg38_species_name_cleaned/LRGUK.fas, in total 425 sequences.
Successfuly read hg38_species_name_cleaned/LRIF1.fas, in total 425 sequences.
Successfuly read hg38_species_name_cleaned/LRIG1.fas, in total 436 sequences.
Successfuly read hg38_species_name_cleaned/LRIG2.fas, in total 431 sequences.
Successfuly read hg38_species_name_cleaned/LRIG3.fas, in total 433 sequences.
Successfuly read hg38_species_name_cleaned/LRIT1.fas, in total 421 sequences.
Successfuly read hg38_species_name_cleaned/LRIT2.fas, in total 386 sequences.
Successfuly read hg38_species_name_cleaned/LRIT3.fas, in total 424 sequences.
Successfuly read hg38_species_name_cleaned/LRMDA.fas, in total 421 sequences.
Successfuly read hg38_species_name_cleaned/LRP1.fas, in total 429 sequences.
Successfuly read hg38_species_name_cleaned/LRP10.fas, in total 429 sequences.
Successfuly read hg38_species_name_cleaned/LRP11.fas, in total 401 sequences.
Successfuly read hg38_species_name_cleaned/LRP12.fas, in total 423 sequences.
Successfuly read hg38_species_name_cleaned/LRP1B.fas, in total 392 sequences.
Successfuly read hg38_species_name_cleaned/LRP2.fas, in total 427 sequences.
Successfuly read hg38_species_name_cleaned/LRP2BP.fas, in total 435 sequences.
Successfuly read hg38_species_name_cleaned/LRP3.fas, in total 408 sequences.
Successfuly read hg38_species_name_cleaned/LRP4.fas, in total 433 sequences.
Successfuly read hg38_species_name_cleaned/LRP5.fas, in total 420 sequences.
Successfuly read hg38_species_name_cleaned/LRP5L.fas, in total 421 sequences.
Successfuly read hg38_species_name_cleaned/LRP6.fas, in total 435 sequences.
Successfuly read hg38_species_name_cleaned/LRP8.fas, in total 438 sequences.
Successfuly read hg38_species_name_cleaned/LRPAP1.fas, in total 416 sequences.
Successfuly read hg38_species_name_cleaned/LRPPRC.fas, in total 408 sequences.
Successfuly read hg38_species_name_cleaned/LRR1.fas, in total 427 sequences.
Successfuly read hg38_species_name_cleaned/LRRC1.fas, in total 430 sequences.
Successfuly read hg38_species_name_cleaned/LRRC10.fas, in total 426 sequences.
Successfuly read hg38_species_name_cleaned/LRRC10B.fas, in total 379 sequences.
Successfuly read hg38_species_name_cleaned/LRRC14.fas, in total 411 sequences.
Successfuly read hg38_species_name_cleaned/LRRC14B.fas, in total 395 sequences.
Successfuly read hg38_species_name_cleaned/LRRC15.fas, in total 430 sequences.
Successfuly read hg38_species_name_cleaned/LRRC17.fas, in total 432 sequences.
Successfuly read hg38_species_name_cleaned/LRRC18.fas, in total 432 sequences.
Successfuly read hg38_species_name_cleaned/LRRC19.fas, in total 425 sequences.
Successfuly read hg38_species_name_cleaned/LRRC2.fas, in total 427 sequences.
Successfuly read hg38_species_name_cleaned/LRRC20.fas, in total 431 sequences.
Successfuly read hg38_species_name_cleaned/LRRC23.fas, in total 431 sequences.
Successfuly read hg38_species_name_cleaned/LRRC24.fas, in total 396 sequences.
Successfuly read hg38_species_name_cleaned/LRRC25.fas, in total 415 sequences.
Successfuly read hg38_species_name_cleaned/LRRC26.fas, in total 385 sequences.
Successfuly read hg38_species_name_cleaned/LRRC27.fas, in total 350 sequences.
Successfuly read hg38_species_name_cleaned/LRRC28.fas, in total 426 sequences.
Successfuly read hg38_species_name_cleaned/LRRC29.fas, in total 419 sequences.
Successfuly read hg38_species_name_cleaned/LRRC3.fas, in total 412 sequences.
Successfuly read hg38_species_name_cleaned/LRRC30.fas, in total 427 sequences.
Successfuly read hg38_species_name_cleaned/LRRC31.fas, in total 339 sequences.
Successfuly read hg38_species_name_cleaned/LRRC32.fas, in total 419 sequences.
Successfuly read hg38_species_name_cleaned/LRRC34.fas, in total 432 sequences.
Successfuly read hg38_species_name_cleaned/LRRC36.fas, in total 427 sequences.
Successfuly read hg38_species_name_cleaned/LRRC38.fas, in total 366 sequences.
Successfuly read hg38_species_name_cleaned/LRRC39.fas, in total 433 sequences.
Successfuly read hg38_species_name_cleaned/LRRC3B.fas, in total 434 sequences.
Successfuly read hg38_species_name_cleaned/LRRC3C.fas, in total 424 sequences.
Successfuly read hg38_species_name_cleaned/LRRC4.fas, in total 424 sequences.
Successfuly read hg38_species_name_cleaned/LRRC40.fas, in total 434 sequences.
Successfuly read hg38_species_name_cleaned/LRRC41.fas, in total 429 sequences.
Successfuly read hg38_species_name_cleaned/LRRC42.fas, in total 437 sequences.
Successfuly read hg38_species_name_cleaned/LRRC43.fas, in total 422 sequences.
Successfuly read hg38_species_name_cleaned/LRRC45.fas, in total 428 sequences.
Successfuly read hg38_species_name_cleaned/LRRC46.fas, in total 435 sequences.
Successfuly read hg38_species_name_cleaned/LRRC47.fas, in total 401 sequences.
Successfuly read hg38_species_name_cleaned/LRRC49.fas, in total 434 sequences.
Successfuly read hg38_species_name_cleaned/LRRC4B.fas, in total 329 sequences.
Successfuly read hg38_species_name_cleaned/LRRC4C.fas, in total 425 sequences.
Successfuly read hg38_species_name_cleaned/LRRC52.fas, in total 428 sequences.
Successfuly read hg38_species_name_cleaned/LRRC53.fas, in total 411 sequences.
Successfuly read hg38_species_name_cleaned/LRRC55.fas, in total 420 sequences.
Successfuly read hg38_species_name_cleaned/LRRC56.fas, in total 424 sequences.
Successfuly read hg38_species_name_cleaned/LRRC57.fas, in total 431 sequences.
Successfuly read hg38_species_name_cleaned/LRRC58.fas, in total 430 sequences.
Successfuly read hg38_species_name_cleaned/LRRC59.fas, in total 440 sequences.
Successfuly read hg38_species_name_cleaned/LRRC6.fas, in total 429 sequences.
Successfuly read hg38_species_name_cleaned/LRRC61.fas, in total 415 sequences.
Successfuly read hg38_species_name_cleaned/LRRC63.fas, in total 422 sequences.
Successfuly read hg38_species_name_cleaned/LRRC66.fas, in total 397 sequences.
Successfuly read hg38_species_name_cleaned/LRRC69.fas, in total 428 sequences.
Successfuly read hg38_species_name_cleaned/LRRC7.fas, in total 426 sequences.
Successfuly read hg38_species_name_cleaned/LRRC70.fas, in total 291 sequences.
Successfuly read hg38_species_name_cleaned/LRRC71.fas, in total 424 sequences.
Successfuly read hg38_species_name_cleaned/LRRC72.fas, in total 434 sequences.
Successfuly read hg38_species_name_cleaned/LRRC73.fas, in total 433 sequences.
Successfuly read hg38_species_name_cleaned/LRRC74A.fas, in total 430 sequences.
Successfuly read hg38_species_name_cleaned/LRRC74B.fas, in total 376 sequences.
Successfuly read hg38_species_name_cleaned/LRRC75A.fas, in total 425 sequences.
Successfuly read hg38_species_name_cleaned/LRRC75B.fas, in total 332 sequences.
Successfuly read hg38_species_name_cleaned/LRRC8A.fas, in total 409 sequences.
Successfuly read hg38_species_name_cleaned/LRRC8B.fas, in total 418 sequences.
Successfuly read hg38_species_name_cleaned/LRRC8C.fas, in total 424 sequences.
Successfuly read hg38_species_name_cleaned/LRRC8D.fas, in total 430 sequences.
Successfuly read hg38_species_name_cleaned/LRRC8E.fas, in total 407 sequences.
Successfuly read hg38_species_name_cleaned/LRRC9.fas, in total 424 sequences.
Successfuly read hg38_species_name_cleaned/LRRCC1.fas, in total 427 sequences.
Successfuly read hg38_species_name_cleaned/LRRD1.fas, in total 378 sequences.
Successfuly read hg38_species_name_cleaned/LRRFIP1.fas, in total 418 sequences.
Successfuly read hg38_species_name_cleaned/LRRFIP2.fas, in total 438 sequences.
Successfuly read hg38_species_name_cleaned/LRRIQ1.fas, in total 428 sequences.
Successfuly read hg38_species_name_cleaned/LRRIQ3.fas, in total 410 sequences.
Successfuly read hg38_species_name_cleaned/LRRIQ4.fas, in total 422 sequences.
Successfuly read hg38_species_name_cleaned/LRRK1.fas, in total 425 sequences.
Successfuly read hg38_species_name_cleaned/LRRK2.fas, in total 431 sequences.
Successfuly read hg38_species_name_cleaned/LRRN1.fas, in total 418 sequences.
Successfuly read hg38_species_name_cleaned/LRRN2.fas, in total 412 sequences.
Successfuly read hg38_species_name_cleaned/LRRN3.fas, in total 430 sequences.
Successfuly read hg38_species_name_cleaned/LRRN4.fas, in total 404 sequences.
Successfuly read hg38_species_name_cleaned/LRRN4CL.fas, in total 410 sequences.
Successfuly read hg38_species_name_cleaned/LRRTM1.fas, in total 417 sequences.
Successfuly read hg38_species_name_cleaned/LRRTM2.fas, in total 436 sequences.
Successfuly read hg38_species_name_cleaned/LRRTM3.fas, in total 433 sequences.
Successfuly read hg38_species_name_cleaned/LRRTM4.fas, in total 423 sequences.
Successfuly read hg38_species_name_cleaned/LRSAM1.fas, in total 432 sequences.
Successfuly read hg38_species_name_cleaned/LRTM1.fas, in total 439 sequences.
Successfuly read hg38_species_name_cleaned/LRTM2.fas, in total 428 sequences.
Successfuly read hg38_species_name_cleaned/LRTOMT.fas, in total 438 sequences.
Successfuly read hg38_species_name_cleaned/LRWD1.fas, in total 435 sequences.
Successfuly read hg38_species_name_cleaned/LSAMP.fas, in total 429 sequences.
Successfuly read hg38_species_name_cleaned/LSG1.fas, in total 431 sequences.
Successfuly read hg38_species_name_cleaned/LSM1.fas, in total 435 sequences.
Successfuly read hg38_species_name_cleaned/LSM10.fas, in total 430 sequences.
Successfuly read hg38_species_name_cleaned/LSM11.fas, in total 432 sequences.
Successfuly read hg38_species_name_cleaned/LSM12.fas, in total 434 sequences.
Successfuly read hg38_species_name_cleaned/LSM14A.fas, in total 433 sequences.
Successfuly read hg38_species_name_cleaned/LSM14B.fas, in total 435 sequences.
Successfuly read hg38_species_name_cleaned/LSM2.fas, in total 433 sequences.
Successfuly read hg38_species_name_cleaned/LSM3.fas, in total 432 sequences.
Successfuly read hg38_species_name_cleaned/LSM4.fas, in total 417 sequences.
Successfuly read hg38_species_name_cleaned/LSM5.fas, in total 436 sequences.
Successfuly read hg38_species_name_cleaned/LSM6.fas, in total 434 sequences.
Successfuly read hg38_species_name_cleaned/LSM7.fas, in total 426 sequences.
Successfuly read hg38_species_name_cleaned/LSM8.fas, in total 433 sequences.
Successfuly read hg38_species_name_cleaned/LSMEM1.fas, in total 434 sequences.
Successfuly read hg38_species_name_cleaned/LSMEM2.fas, in total 427 sequences.
Successfuly read hg38_species_name_cleaned/LSP1.fas, in total 396 sequences.
Successfuly read hg38_species_name_cleaned/LSR.fas, in total 423 sequences.
Successfuly read hg38_species_name_cleaned/LSS.fas, in total 417 sequences.
Successfuly read hg38_species_name_cleaned/LST1.fas, in total 410 sequences.
Successfuly read hg38_species_name_cleaned/LTA.fas, in total 428 sequences.
Successfuly read hg38_species_name_cleaned/LTA4H.fas, in total 431 sequences.
Successfuly read hg38_species_name_cleaned/LTB.fas, in total 406 sequences.
Successfuly read hg38_species_name_cleaned/LTB4R.fas, in total 383 sequences.
Successfuly read hg38_species_name_cleaned/LTB4R2.fas, in total 387 sequences.
Successfuly read hg38_species_name_cleaned/LTBP1.fas, in total 431 sequences.
Successfuly read hg38_species_name_cleaned/LTBP2.fas, in total 434 sequences.
Successfuly read hg38_species_name_cleaned/LTBP3.fas, in total 428 sequences.
Successfuly read hg38_species_name_cleaned/LTBP4.fas, in total 426 sequences.
Successfuly read hg38_species_name_cleaned/LTBR.fas, in total 435 sequences.
Successfuly read hg38_species_name_cleaned/LTC4S.fas, in total 409 sequences.
Successfuly read hg38_species_name_cleaned/LTK.fas, in total 179 sequences.
Successfuly read hg38_species_name_cleaned/LTN1.fas, in total 433 sequences.
Successfuly read hg38_species_name_cleaned/LTO1.fas, in total 274 sequences.
Successfuly read hg38_species_name_cleaned/LTV1.fas, in total 435 sequences.
Successfuly read hg38_species_name_cleaned/LUC7L.fas, in total 431 sequences.
Successfuly read hg38_species_name_cleaned/LUC7L2.fas, in total 436 sequences.
Successfuly read hg38_species_name_cleaned/LUC7L3.fas, in total 439 sequences.
Successfuly read hg38_species_name_cleaned/LUM.fas, in total 436 sequences.
Successfuly read hg38_species_name_cleaned/LURAP1.fas, in total 430 sequences.
Successfuly read hg38_species_name_cleaned/LURAP1L.fas, in total 434 sequences.
Successfuly read hg38_species_name_cleaned/LUZP1.fas, in total 417 sequences.
Successfuly read hg38_species_name_cleaned/LUZP2.fas, in total 383 sequences.
Successfuly read hg38_species_name_cleaned/LUZP4.fas, in total 280 sequences.
Successfuly read hg38_species_name_cleaned/LVRN.fas, in total 435 sequences.
Successfuly read hg38_species_name_cleaned/LXN.fas, in total 434 sequences.
Successfuly read hg38_species_name_cleaned/LY6D.fas, in total 413 sequences.
Successfuly read hg38_species_name_cleaned/LY6E.fas, in total 236 sequences.
Successfuly read hg38_species_name_cleaned/LY6G5B.fas, in total 385 sequences.
Successfuly read hg38_species_name_cleaned/LY6G5C.fas, in total 402 sequences.
Successfuly read hg38_species_name_cleaned/LY6G6C.fas, in total 422 sequences.
Successfuly read hg38_species_name_cleaned/LY6G6D.fas, in total 405 sequences.
Successfuly read hg38_species_name_cleaned/LY6G6E.fas, in total 409 sequences.
Successfuly read hg38_species_name_cleaned/LY6G6F.fas, in total 417 sequences.
Successfuly read hg38_species_name_cleaned/LY6H.fas, in total 422 sequences.
Successfuly read hg38_species_name_cleaned/LY6K.fas, in total 371 sequences.
Successfuly read hg38_species_name_cleaned/LY6L.fas, in total 406 sequences.
Successfuly read hg38_species_name_cleaned/LY75.fas, in total 431 sequences.
Successfuly read hg38_species_name_cleaned/LY86.fas, in total 431 sequences.
Successfuly read hg38_species_name_cleaned/LY9.fas, in total 294 sequences.
Successfuly read hg38_species_name_cleaned/LY96.fas, in total 430 sequences.
